"TransactionID","Category","Product","TransactionDate","Quantity","Price","TotalValue","CustomerID","PaymentMethod","ShippingAddress","Email","OrderStatus","DiscountCode","PaymentAmount"
e073c1d0-9929-4feb-8884-2a14157511ad,Home & Garden,Blender,2024-11-29,1,20.41,20.41,3063ae7f-41ff-41d1-a89d-12058b31f4d8,Bank Transfer,"1290 Terri Squares Apt. 713
South Shawnbury, NH 93905",annettedavis@richardson.com,Cancelled,"",20.41
791f49f6-9996-4612-9ea8-7552c47566bf,Home & Garden,Blender,2024-08-05,3,353.07,1059.21,b7461b72-5d00-4f1b-a83c-1c2bb776e729,Bank Transfer,"8889 Mercado Estate
South Roger, WY 58837",lunabenjamin@yahoo.com,Completed,DISCOUNT86yN,1059.21
a60147c3-48e0-4502-8598-f3c8af449605,Toys,Board Game,Unknown,1,403.65,403.65,44d18524-cf0e-4567-882d-7fc1be3074f8,Bank Transfer,Unknown,xhorne@gmail.com,Pending,DISCOUNT63Qi,403.65
7d8d3ddd-2cf1-49cb-8f1e-1a378ac8ad93,Toys,Board Game,2024-07-10,3,269.94,809.81999999999994,3b8d3447-0e61-465f-971b-1b8009b7fdf7,Bank Transfer,"265 Ryan Viaduct Apt. 292
North Allen, FL 36007",maliktran@grimes-ross.net,Pending,"",809.82
ceef9fa8-b9a5-44d0-8237-01f1bdacdc5e,Toys,Board Game,2024-02-19,5,371.23,1856.15,2edd9141-e9a1-46d5-834e-9baf8f1cb2cc,Bank Transfer,"458 Williams Ways
Jonesmouth, ME 66917",eric37@yahoo.com,Completed,DISCOUNT71Iw,1856.15
7eb162f1-4806-4804-8cf0-374c0c74dc0f,Toys,Board Game,2024-05-17,5,318.02,1590.1,a77d95f1-d7c4-4e9c-a1e0-fffc98f6fd7f,Bank Transfer,Unknown,omays@hartman.com,Pending,"",1590.1
3c4b1eec-6231-4e73-82c2-d2eb01bf9e73,Toys,Board Game,2024-04-06,4,353.32,1413.28,f43ba052-4459-4d6e-80f6-3229725d4259,Bank Transfer,Unknown,gabriela90@romero.info,Unknown,DISCOUNT79Zy,1413.28
c82ba1be-61eb-44e6-bd49-8e2004ffeab2,Toys,Board Game,2024-11-04,5,42.07,210.35,8b6584ce-7acc-4970-9bee-c570b69f75c5,Bank Transfer,"426 Green Vista Suite 017
Lake Tammie, SD 89198",samanthareyes@nguyen.com,Pending,"",210.35
ee49f329-c84a-4b28-950a-1b46ecab3301,Toys,Board Game,2024-10-13,5,421.09,2105.45,dd334cc7-ab7f-489a-8d5f-4822696608aa,Bank Transfer,"24471 Livingston Harbor
Schwartzmouth, GA 10199",briandavid@gmail.com,Pending,"",2105.45
7de31a51-6694-4343-90ba-58e3d2762bdc,Toys,Board Game,2024-02-14,3,156.33,468.99,afbb411a-a123-4a8c-93b7-a88612f70c97,Bank Transfer,"1391 Murphy Prairie Suite 363
North Gregory, NV 54027",Unknown,Completed,"",468.99
19f738cb-6016-4743-8bc8-3a0259ea4936,Books,Children's Book,2024-05-27,5,390.31,1951.55,dd326d9c-c9ea-456a-babf-cebfd42cb1ae,Bank Transfer,"470 Pierce Canyon
New Barry, OR 64918",regina59@banks.com,Refunded,"",1951.55
85a4b0cb-6e76-436a-a634-0d1aadb610f4,Books,Children's Book,2024-10-27,5,28.32,141.6,0b1ec578-dff4-4c51-9ed1-0e7f6bb1f2bc,Bank Transfer,"30109 Velez Lodge Suite 975
Orozcoport, CA 49114",kmccarthy@hotmail.com,Completed,"",141.6
e6b5a92c-771a-4655-8dfc-6ee0e61ede90,Books,Children's Book,Unknown,4,279.67,1118.68,28711733-8bed-4b12-ad77-e82f49a23a89,Bank Transfer,Unknown,valdezalyssa@gmail.com,Pending,"",1118.68
41dc1c60-a5f6-4735-b57b-6b29bb2aa146,Books,Cookbook,2024-08-24,2,494.17,988.34,bc92fd81-039b-458c-afaa-be0bb7f60cdf,Bank Transfer,"PSC 4672, Box 3849
APO AP 58058",lpierce@munoz.com,Completed,"",988.34
0c648ca2-c323-4466-aebb-b90ee4e751de,Books,Cookbook,2024-05-13,3,264.1,792.30000000000007,c8acffcf-a04d-4d14-997d-bae10bc2ea72,Bank Transfer,"62282 Michael Creek Apt. 073
Richardstad, KS 82016",jennifer64@gmail.com,Completed,"",792.3
5f90fc87-2edc-417e-9df0-5d184e2d6255,Books,Cookbook,2024-04-02,5,21.32,106.6,63725424-82c5-4b21-a430-12dab1850eb8,Bank Transfer,"4303 Hernandez Bridge Suite 588
Woodsburgh, SD 20932",cody90@gmail.com,Unknown,"",106.6
94c176b9-0ac0-43d5-b805-90f002493a09,Books,Cookbook,2024-04-04,2,342.3,684.6,b03b6934-79ab-46d1-b0d5-15abc891d55d,Bank Transfer,Unknown,sbrown@hampton.com,Completed,"",684.6
49732d6c-4dca-4fb7-801a-9a8bd56f0350,Books,Cookbook,2024-07-31,5,85.05,425.25,9479e1e6-c927-4d9b-ae0d-264835ce8841,Bank Transfer,Unknown,krausedavid@church-williams.com,Completed,"",425.25
bd64987e-b652-4e99-b8b5-e89ac921057c,Books,Cookbook,2024-04-05,3,25.02,75.06,d71173e4-46d4-4d41-afa5-d3b0a40dfea5,Bank Transfer,"03491 Sara Creek Suite 972
East Adriennemouth, IA 35776",Unknown,Pending,"",75.06
39c59df9-87f2-45d6-a7ba-26acab7a3d1c,Books,Cookbook,2024-01-20,5,409.01,2045.05,19a692c9-0d70-4ea4-bb9b-2d45a35055e4,Bank Transfer,"6964 Lee Prairie Suite 916
Knightstad, DE 01593",Unknown,Unknown,"",2045.05
8b9d2434-e465-4150-bd9c-66b3ad3c2d6d,Unknown,Dumbbells,2024-02-09,1,432.91,432.91,0822e8f3-6c03-4199-972a-846916419f82,Bank Transfer,"43350 Ellison Pass Apt. 107
Ericview, OR 33250",taylordorothy@gmail.com,Completed,"",432.91
42999aa4-0cdf-442b-ae85-cb217631de9d,Sports,Dumbbells,2024-12-02,2,292.86,585.72,74672cd9-362f-4e5c-93cd-6268610cf373,Bank Transfer,"714 White Spurs Apt. 014
Gambleland, WA 47917",Unknown,Completed,"",585.72
ac8cdcaf-2b63-4b18-9d7d-17563b4ec9f5,Sports,Dumbbells,2024-09-28,1,210.95,210.95,a7af5545-3d3f-4c1b-9c17-ebb5093b4d72,Bank Transfer,"0964 Reyes Gateway
Selenachester, KY 59884",egutierrez@gmail.com,Pending,DISCOUNT29oV,210.95
55c3b2db-f374-490d-8274-ce40e09016b6,Sports,Dumbbells,2024-09-26,3,58.65,175.95,60538c1b-a845-40a1-8249-2e5e005fd0e6,Bank Transfer,"50902 Villarreal Glen
West Steven, SD 07897",nicole92@hotmail.com,Completed,"",175.95
06d3db93-ee33-488d-997e-6845e27718c5,Sports,Dumbbells,2024-05-11,4,371.73,1486.92,808389c8-657e-41c9-8da2-3e5c6a36af18,Bank Transfer,Unknown,robertrodriguez@williams.biz,Pending,DISCOUNT99tS,1486.92
9d23c3cf-7e1f-48c4-a9d6-290df4adfa22,Beauty,Face Cream,2024-09-19,5,437.32,2186.6,8a9e0964-db6a-44ea-83a5-823701b216cf,Bank Transfer,"5401 Chen Rapids
Jeremyton, UT 89009",nicholas15@hotmail.com,Completed,"",2186.6
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Books,Fiction Novel,2024-01-31,2,10.59,21.18,885f6e66-c2b6-42c5-ba5d-310011b7e948,Bank Transfer,"59222 Kayla Center
Parkermouth, SC 24185",brandonwatson@yahoo.com,Completed,"",21.18
42deffcc-f86c-4ca2-a085-96db1d870966,Electronics,Headphones,2024-01-11,4,169.98,679.92,fbc9f87a-f668-4617-94a1-875d2db69edb,Bank Transfer,Unknown,deckerthomas@hotmail.com,Completed,"",679.92
a33b3dfd-9048-45c6-b820-5aa7996f7e88,Electronics,Headphones,2024-06-06,3,17.15,51.449999999999996,ba5c865d-b834-4070-a0e5-f6e504c44853,Bank Transfer,Unknown,bonillalarry@barron-tapia.com,Pending,DISCOUNT65yI,51.45
43d78f2b-769d-41e3-8eed-412473b0d676,Electronics,Headphones,2024-03-21,4,471.56,1886.24,28597b34-1725-42c7-9eb2-a7b8da3c45ca,Bank Transfer,Unknown,Unknown,Completed,"",1886.24
5c311464-82c2-49f0-b487-d7727f0386fa,Electronics,Headphones,2024-01-30,3,400.07,1200.21,911f730b-dbff-40b0-bfe6-70f30e3141ec,Bank Transfer,"282 Johnson Camp Apt. 441
Feliciashire, GA 13571",chambersashley@arias.biz,Cancelled,"",1200.21
1c612ec2-1014-4131-b505-65f59f708368,Electronics,Headphones,2024-11-04,4,477.94,1911.76,98c3e3ca-7ff4-4ec6-a7b7-b4c6d6312a80,Bank Transfer,"34026 Manning Bypass
Lake James, TN 35339",Unknown,Completed,"",1911.76
b55beaaa-cb53-40be-9e7b-4866d2705470,Electronics,Headphones,2024-06-10,3,126.51,379.53000000000003,440c7e5b-9def-47b4-92da-43ec0eecc013,Bank Transfer,"Unit 2505 Box 8333
DPO AA 27017",brandon98@baker.biz,Cancelled,"",379.53
d2dd3e26-8fb3-4134-bf23-36e979903d96,Fashion,Jacket,2024-07-25,2,43.66,87.32,0240f59a-a638-4854-bb2b-8b80c08bd674,Bank Transfer,"3468 John Underpass
Melissaview, AZ 04361",thomasmelanie@gmail.com,Unknown,"",87.32
a06109db-7172-4636-88bf-b602bcd2e8eb,Fashion,Jacket,2024-04-06,1,401.86,401.86,d6a919e8-86d8-45e5-a19b-606d205c8491,Bank Transfer,"92257 Jennifer Brook
North Crystalbury, MA 54241",marisa64@yahoo.com,Cancelled,DISCOUNT07bn,401.86
efd1b588-1054-42d5-9876-35761a5ed196,Fashion,Jacket,2024-06-03,1,154.56,154.56,0dc78104-8c66-4766-b922-b440e0f1e44c,Bank Transfer,"77741 Tracy Lights Apt. 118
West Christopher, OR 53298",elizabethwilliams@taylor-johnson.org,Completed,"",154.56
b231c60b-78f2-4e6b-946b-415deada79a3,Fashion,Jacket,2024-04-21,2,199.61,399.22,b49e04cc-c243-49e7-a387-eaf6d4c3a832,Bank Transfer,"3814 Webb Greens
North Joann, MO 29004",egriffith@hotmail.com,Completed,"",399.22
4eea9db8-f165-4779-8154-7950176de21f,Fashion,Jacket,2024-02-11,1,76.21,76.21,450f69ee-c2e7-4a98-9c23-8d8d71da35b9,Bank Transfer,"4851 Owens Villages
New Sarahland, CO 24421",Unknown,Pending,"",76.21
b862acc3-5489-4c37-8fa9-026b6a241f46,Fashion,Jacket,2024-03-30,3,183.37,550.11,7a9398bb-acdb-45f2-bb44-acd01d03c3d5,Bank Transfer,"00487 Stone Parkways
Baileyborough, WA 95140",marybarrett@garcia.com,Pending,"",550.11
75ac824c-2c55-4ef7-b4e9-573450521700,Fashion,Jeans,2024-05-26,5,342.83,1714.1499999999999,8bd88fcd-57a2-4e4e-887b-03e5e980f808,Bank Transfer,"98854 Rios Vista Apt. 235
Hesterhaven, WI 52956",kristy47@yahoo.com,Completed,"",1714.15
ff2f6883-163b-4481-a84e-4cd4f9c3ee05,Fashion,Jeans,2024-01-01,5,292.58,1462.8999999999999,5a669316-6641-4954-8798-a44546a3cc71,Bank Transfer,"70285 Paul Estate
Bethanybury, SC 53798",julie34@shepherd.com,Pending,"",1462.9
be0ec2da-396c-457b-9d66-40718fd7b1a1,Fashion,Jeans,2024-10-14,4,246.54,986.16,3cd30e99-638e-4388-8faf-6d4aa5a99ebc,Bank Transfer,"5952 Charles Rapids
Port Davidhaven, WI 75871",rjohnson@yahoo.com,Pending,"",986.16
bd9bc648-a876-4e85-bddf-a03aaa8430f8,Fashion,Jeans,2024-04-30,3,379.82,1139.46,b538f96c-033e-42f7-9e93-d1272cf72140,Bank Transfer,"715 Clinton Lodge
Ballardfurt, NJ 18655",anthonydana@hotmail.com,Unknown,DISCOUNT59ta,1139.46
1db14bfc-6f3a-4115-acb4-678c16120aa6,Electronics,Laptop,2024-04-04,2,5.66,11.32,0e165b12-9bdc-40d1-9cbf-7b8c74102d5d,Bank Transfer,"591 Christina Pines
Crossborough, PA 24007",ujohnson@hotmail.com,Pending,"",11.32
eecf67d2-7491-46f4-a090-d6978b1e3b9d,Electronics,Laptop,2024-05-24,2,273.65,547.3,fb140bc3-304b-4590-9e9e-37575260001e,Bank Transfer,"581 Orozco Mall Suite 179
Shanechester, GA 38251",Unknown,Completed,"",547.3
bdd151b0-f64a-46ec-b0a5-648eefe9b3d0,Electronics,Laptop,2024-03-23,2,133.46,266.92,c11bd1c4-ffe3-4366-bf33-7a151e086f20,Bank Transfer,"0534 Dennis Pike
Port Shawn, DE 94381",johnsonjames@hotmail.com,Completed,"",266.92
d12daea8-673d-4920-a0ee-64baa4b0718e,Electronics,Laptop,2024-08-01,3,47.25,141.75,71b65ca1-7587-4920-942e-3df03c28f5dc,Bank Transfer,"87233 Nathan Camp
Alexandershire, DE 37255",Unknown,Completed,"",141.75
614077d3-9ec4-4a48-9773-f98d550c2fe9,Electronics,Laptop,2024-06-02,2,374.29,748.58,70b27304-545c-488d-9cb9-075ecdd7f460,Bank Transfer,Unknown,cindy95@gmail.com,Completed,"",748.58
46685257-bdd6-40fb-8667-1ad11c80317f,Electronics,Laptop,2024-09-05,4,419.75,1679,bc8960a9-23b8-41e9-b924-56de3eb13b90,Bank Transfer,"PSC 4577, Box 6004
APO AP 02637",elizabethjones@hotmail.com,Pending,"",1679.0
2978cc73-1440-4dec-9243-9b0fe835f080,Home & Garden,Lawn Mower,2024-11-25,1,318.79,318.79,511eeeb8-5040-4c43-ba6c-7da657f7d71f,Bank Transfer,"708 Michael Points Apt. 668
West Angela, ND 95608",renee05@gmail.com,Completed,"",318.79
7e0f60b2-2a06-4609-a599-bd3c0bb81d38,Home & Garden,Lawn Mower,2024-02-11,4,430.07,1720.28,be153187-b783-41d5-9264-04b923f47a55,Bank Transfer,Unknown,ichavez@carroll-smith.biz,Unknown,"",1720.28
f8999246-98de-4ebb-a3b5-cecea446be72,Home & Garden,Lawn Mower,2024-03-23,5,350.55,1752.75,5560db22-c96b-4edb-8cf2-b69b0577aea9,Bank Transfer,"1963 Shawn Mountain Suite 991
Debratown, NC 43518",laura78@gonzalez-mitchell.net,Pending,"",1752.75
95831d58-ef4c-4119-8da5-d39b42c21797,Toys,Lego Set,2024-01-07,4,213.63,854.52,4b91b8cb-6ae6-4582-b852-b3cd9442b5e6,Bank Transfer,"7963 Kelly Parkways
Port Kirsten, OH 42862",martintownsend@jennings-powell.com,Completed,"",854.52
d92f3c1e-df70-4b2a-b8bb-22a5eba742d2,Toys,Lego Set,2024-08-25,3,287.72,863.16000000000008,b4adaf89-0ff1-4a9f-ba37-0623bc5fd4dd,Bank Transfer,"839 Stanley Harbors
Kendrafort, CO 35079",Unknown,Completed,"",863.16
039f3a25-4d61-48bd-adef-e1935c62b3a2,Toys,Lego Set,2024-03-29,2,249.93,499.86,4639447b-2067-4dac-88bd-13d1b540b30e,Bank Transfer,"8969 Alexa Lakes Suite 232
Meganchester, CA 83591",crystal52@sanchez-moreno.com,Cancelled,"",499.86
c4134dc2-c5c5-4e8a-be15-ad1290ce77e9,Beauty,Lipstick,2024-06-26,4,59.05,236.2,1cfb655f-82c4-4e48-8cba-dae57eccdaf4,Bank Transfer,"448 Matthew Springs Suite 712
Smithhaven, NM 21882",Unknown,Completed,"",236.2
f4dbca07-e506-4670-b092-947dbe4969ec,Beauty,Lipstick,2024-06-04,3,20.65,61.949999999999996,2fd340c0-f945-42fd-96cb-1ab062fb26d7,Bank Transfer,"1842 Villanueva Hill Suite 005
Lake Tammy, KS 02550",wmay@davis-leblanc.info,Cancelled,"",61.95
2f383b43-a137-48e4-a7b1-3040cc39b925,Beauty,Lipstick,2024-03-31,2,489.29,978.58,6ea05d13-a845-44c3-a3f6-6c612fb70dab,Bank Transfer,Unknown,janetbrown@hall.com,Cancelled,"",978.58
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,Beauty,Perfume,2024-08-24,3,427.76,1283.28,b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,Bank Transfer,"19433 Coffey Camp Suite 793
East Traceyfurt, KY 75094",kyle14@gibson-adams.com,Pending,"",1283.28
7d024c6d-8bea-45c1-b866-77aa23d4526b,Beauty,Perfume,2024-03-06,2,150.76,301.52,8ac97b01-e3ad-44d4-aab9-eb022f1dc121,Bank Transfer,"952 Stephanie Brooks
Davismouth, MI 72969",jvega@yahoo.com,Completed,"",301.52
e582b678-ad52-49dd-a39f-c471d9750f00,Beauty,Perfume,2024-11-20,2,89.9,179.8,c16f9bcc-6243-4ed7-94ec-3f338a624cbd,Bank Transfer,"86667 Collins Pike
Alyssaborough, SC 36904",clarkmelissa@gmail.com,Pending,DISCOUNT93Ea,179.8
2d7e4a45-2099-471f-8b65-7bccb0416f19,Beauty,Perfume,2024-10-12,2,473.5,947,b3b6d344-f2e3-46f0-8075-d3d5ba94aa66,Bank Transfer,"73305 Summers Orchard Apt. 457
Cassandraside, SD 25168",maryramsey@gmail.com,Completed,"",947.0
352b6ec8-e90d-41cb-bf11-1a368c52d271,Health,Protein Powder,2024-01-16,5,157.84,789.2,54a27051-7b0c-4ad9-aee1-3caeb02e21aa,Bank Transfer,"22528 Timothy Throughway
Anthonyfurt, WV 57176",brookstaylor@gmail.com,Pending,DISCOUNT00bV,789.2
8a0ec018-b297-49b2-b2cf-fcaef833ebfb,Health,Protein Powder,2024-02-22,4,202.75,811,74e0079a-98fb-4727-9740-b2122d5245f4,Bank Transfer,"58011 Villegas Ridge
Port Steven, CT 86607",kevinmason@barton-evans.info,Completed,"",811.0
a0c9da72-368a-4d40-b8f1-4e3c59e7703a,Health,Protein Powder,2024-06-19,2,495.4,990.8,6965d1d1-eb7e-4e64-a6c0-747ebf8e8bfa,Bank Transfer,"61923 Thomas Harbor Suite 018
Alexandriafort, TN 57946",jeremy55@harmon-adams.com,Cancelled,DISCOUNT62lv,990.8
b0e6a969-e213-42b0-b1ee-dba313432e61,Health,Protein Powder,2024-02-13,4,74.18,296.72,093923de-8bab-4e3b-a628-6bfbe767dcea,Bank Transfer,"29276 Young Mill Apt. 395
Lake Josephville, GA 61320",Unknown,Completed,"",296.72
f780ef2f-664d-4922-a590-fd3cad6ecc57,Health,Protein Powder,2024-09-07,1,186.12,186.12,cbd5cc86-f739-46e9-94e3-8579c0afd193,Bank Transfer,"6024 Mary Meadows Apt. 394
Christinaside, WY 32450",joshua10@yahoo.com,Completed,"",186.12
1e43fbd2-aaf4-47f7-8fe7-61493c7e5368,Health,Protein Powder,2024-09-26,1,420.62,420.62,67c96204-28e3-43b6-8e8a-dc4b77242041,Bank Transfer,"2862 Carolyn Ferry Suite 352
Tammystad, TN 90008",galvarez@henry-phillips.biz,Cancelled,"",420.62
7010f719-7e69-4d0d-8a3c-3b5e801ef1da,Health,Protein Powder,2024-04-15,2,91.66,183.32,e3b137fc-0a34-40fc-9918-ee461497d658,Bank Transfer,"80053 Odonnell Rest
North Jonfurt, MO 88484",john19@mcdonald.biz,Completed,"",183.32
3c7c1d85-25cf-4041-90a6-43fea53bc024,Toys,Puzzle,2024-11-14,3,232.42,697.26,328067a1-4187-422b-a57d-5e521a5165ca,Bank Transfer,Unknown,vortiz@gmail.com,Completed,DISCOUNT93by,697.26
97af5bde-3c8e-4d78-ad14-e9f42c78644f,Toys,Puzzle,2024-11-24,2,176.19,352.38,b297a782-bcf4-44aa-8e63-cb1a5168bbf2,Bank Transfer,"01750 Miller Track
Smithland, OR 47880",patriciabennett@kerr.com,Completed,DISCOUNT47Us,352.38
089a9f4f-31da-4817-8937-b90f84a5b18b,Toys,Puzzle,2024-11-08,5,451.37,2256.85,840c5cb0-82b3-4384-9979-cf26c8b190e1,Bank Transfer,"56078 Gregory Haven Apt. 565
Port Sarahshire, TN 88322",mstevens@hotmail.com,Completed,"",2256.85
9e45455e-24d3-4751-a729-4d3c46818a88,Toys,Puzzle,2024-03-07,4,395.68,1582.72,66d71d97-b193-48b8-ae49-c0799bd0d4c7,Bank Transfer,"608 Reid Coves Suite 704
Grantchester, CA 11936",Unknown,Completed,"",1582.72
bdcbfffc-cdfb-44e9-96cb-dafb59bb8900,Toys,Puzzle,2024-05-28,5,351.65,1758.25,b25b6de7-d652-4e08-82f4-3c10e869707c,Bank Transfer,"68317 Hill Course
Martinhaven, ND 02221",Unknown,Pending,"",1758.25
88f3d7ea-f83f-4274-8cb4-afe126f341c8,Sports,Running Shoes,2024-01-08,1,138.98,138.98,1a2e9864-f8ea-4a36-af99-9b2a05aa5eab,Bank Transfer,"54760 Gary Burg
Lovestad, IN 41805",qcortez@gmail.com,Completed,"",138.98
3811b519-98dc-4e0b-91a1-f5df06ac1010,Unknown,Running Shoes,Unknown,4,326.11,1304.44,c74e48ff-cf89-469d-a550-d73607806e71,Bank Transfer,Unknown,qfaulkner@gmail.com,Cancelled,"",1304.44
a0180791-eeb0-43fe-860e-a4d50d04dcb6,Sports,Running Shoes,2024-08-19,3,221.72,665.16,4d187b75-a971-431f-97d8-05949d9887bc,Bank Transfer,"31234 Kimberly Meadows
Elliottton, RI 92209",abigail68@gmail.com,Cancelled,DISCOUNT15nH,665.16
5e4cb287-0442-41db-90d4-ea6779928faa,Sports,Running Shoes,2024-04-26,3,227.08,681.24,fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a,Bank Transfer,"79538 Paul Rapids Apt. 831
Jenniferland, SD 55780",bbryan@gmail.com,Cancelled,DISCOUNT08sR,681.24
b80f16c5-c28f-416b-8aa6-fcb9c1bcbe59,Sports,Running Shoes,2024-11-15,3,130.2,390.59999999999997,fd61f13b-37f2-4d36-8bdd-cee370fd6672,Bank Transfer,"392 Moore Trafficway Suite 229
West Sue, SD 78518",seth86@chapman.com,Completed,DISCOUNT19da,390.6
ac9204b4-0306-4258-8227-b8d5b0701a53,Sports,Running Shoes,2024-05-02,1,314.03,314.03,19ca9c1b-94bc-447a-a122-318935f3de4a,Bank Transfer,"545 Williams Springs
Scottstad, SD 61740",andersonhaley@smith-morris.com,Refunded,"",314.03
999bc859-cf5e-4f0b-8d67-b5dfdb7904e0,Beauty,Shampoo,2024-11-08,2,208.45,416.9,ae46024d-51d0-4ef3-a918-83fc6772fe9f,Bank Transfer,"473 Thompson Creek Apt. 290
South Derekport, NC 64720",Unknown,Pending,"",416.9
ab3b4d37-560c-45ee-a38c-254c076e2bba,Beauty,Shampoo,2024-07-07,1,252.12,252.12,b963f37f-6781-4c1f-8c53-0e36addc3e13,Bank Transfer,"5547 Jason Mills
Laraport, VA 56053",jrobinson@hotmail.com,Completed,"",252.12
177a8a5f-6ffe-43b3-94bf-7a4b25b8a42f,Beauty,Shampoo,2024-07-18,1,62.45,62.45,d11376e0-38d7-4b9a-a916-da57f24823ab,Bank Transfer,"29014 Stokes Branch
Rhodesberg, NM 68004",jacobsmith@hotmail.com,Completed,"",62.45
